PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20201001;00AO;00;VSO ZMOK De Bolster;7383BH;VOORST GEM VOORST;285;Voorst;Gelderland;Vso;Protestants-Christelijk;20137;7461,28571428571;169
20201001;00AO;01;VSO ZMOK De Bolster;7322CZ;APELDOORN;200;Apeldoorn;Gelderland;Vso;Protestants-Christelijk;20137;8069,16666666667;6
20201001;00AP;00;Wereldwijs;2716PH;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;2584,57281553398;103
20201001;00AR;00;"BS ""De Maasparel""";6107AW;STEVENSWEERT;1641;Maasgouw;Limburg;Bo;Rooms-Katholiek;41797;1140,10666666667;150
20201001;00AV;00;De Morgenster;3201CN;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;2089,2602739726;73
20201001;00AW;00;Bergse Veld Sch SO/IOBK;3055KM;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Protestants-Christelijk;62077;5595,02597402597;78
20201001;00AW;02;Bergse Veld Sch SO/IOBK;3055KM;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Protestants-Christelijk;62077;10145,0833333333;24
20201001;00AZ;00;De Stapsteen;2971AR;BLESKENSGRAAF CA;1978;Molenlanden;Zuid-Holland;Bo;Openbaar;41638;2294,05494505495;91
20201001;00BB;00;Obs Letterwies;9944AR;NIEUWOLDA;1895;Oldambt;Groningen;Bo;Openbaar;41613;654,106666666667;75
20201001;00BS;00;Geref Basisschool;7711KP;NIEUWLEUSEN;148;Dalfsen;Overijssel;Bo;Gereformeerd vrijgemaakt;41632;1222,65454545455;110
20201001;00BW;00;Jenaplanschool De Vlieger;6131KJ;SITTARD;1883;Sittard-Geleen;Limburg;Bo;Algemeen bijzonder;41516;3010,07272727273;116
20201001;00BZ;00;Geref SBO Het Speelwerk;8031HL;ZWOLLE;193;Zwolle;Overijssel;Sbo;Gereformeerd vrijgemaakt;41632;11503,8194444444;72
20201001;00CD;00;Basisschool De Lockaert;5345JG;OSS;828;Oss;Noord-Brabant;Bo;Algemeen bijzonder;41228;630,66091954023;175
20201001;00CG;00;De Harlekijn;6372AC;LANDGRAAF;882;Landgraaf;Limburg;Bo;Openbaar;41516;572,109263657957;426
20201001;00CS;00;De Leilinde;9671JA;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Gereformeerd vrijgemaakt;42607;3961,15384615385;65
20201001;00CU;00;Basisschool Zilverlinde;4707HS;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Bo;Antroposofisch;41246;5460,42222222222;90
20201001;00CV;00;School Matthijsje;8388NA;OOSTERSTREEK;98;Weststellingwerf;Friesland;Bo;Algemeen bijzonder;20210;3207,19298245614;57
20201001;00DA;00;Chr BS Betrouwen;9243SJ;BAKKEVEEN;86;Opsterland;Friesland;Bo;Protestants-Christelijk;30051;1522,73333333333;45
20201001;00DD;00;Basissch Het Startnest;1422LE;UITHOORN;451;Uithoorn;Noord-Holland;Bo;Rooms-Katholiek;40581;706,248888888889;225
20201001;00DM;00;De Bolderik;5473PG;HEESWIJK-DINTHER;1721;Bernheze;Noord-Brabant;Bo;Openbaar;75388;234,55;120
20201001;00DN;00;De Bundeling;6241BB;BUNDE;938;Meerssen;Limburg;Bo;Openbaar;42669;2694,41317365269;169
20201001;00DO;00;Van Rijckevorsel;3151CJ;HOEK VAN HOLLAND;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;122,989247311828;93
20201001;00DW;00;De Trompetter;6986AT;ANGERLO;299;Zevenaar;Gelderland;Bo;Rooms-Katholiek;77235;1041,28260869565;138
20201001;00DX;00;Vrije School Assen;9404KK;ASSEN;106;Assen;Drenthe;Bo;Antroposofisch;77456;6057,109375;192
20201001;00DY;00;Basisschool het Sterrenlicht;8084GK;'T HARDE;230;Elburg;Gelderland;Bo;Gereformeerd vrijgemaakt;41632;307,909090909091;121
20201001;00DZ;00;Agnietenschool;8081NB;ELBURG;230;Elburg;Gelderland;Bo;Rooms-Katholiek;40950;5135,99408284024;169
20201001;00EB;00;Bs Het Telraam;5441AK;OEFFELT;756;Boxmeer;Noord-Brabant;Bo;Rooms-Katholiek;48348;339,188172043011;186
20201001;00EH;00;Geref SSBO De Cirkel;2907TK;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Sbo;Gereformeerd vrijgemaakt;41646;6586,31578947368;57
20201001;00EI;00;Reform Basisschool;3286BC;KLAASWAAL;1963;Hoeksche Waard;Zuid-Holland;Bo;Reformatorisch;30133;1247,0625;144
20201001;00EM;00;SSBO De Wijngaard;2992KK;BARENDRECHT;489;Barendrecht;Zuid-Holland;Sbo;Reformatorisch;42790;8418,44025157233;159
20201001;00FE;00;Geref Basissch De Halm;4286BV;ALMKERK;1959;Altena;Noord-Brabant;Bo;Gereformeerd vrijgemaakt;41646;3161,16494845361;97
20201001;00FG;00;BS De Reflector;7557KJ;HENGELO OV;164;Hengelo;Overijssel;Bo;Gereformeerd vrijgemaakt;41624;1510,17948717949;78
20201001;00FI;00;Samenw Basisschool Pork;9561CB;TER APEL;1950;Westerwolde;Groningen;Bo;Algemeen bijzonder;45000;187,98773006135;167
20201001;00FQ;00;Montessori BS De Kraal;4691HT;THOLEN;716;Tholen;Zeeland;Bo;Algemeen bijzonder;30124;635,957746478873;71
20201001;00GQ;00;Rehoboth Basisschool;2404GM;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Reformatorisch;20183;5708,33913043478;115
20201001;00GR;00;Kristal;8181VZ;HEERDE;246;Heerde;Gelderland;Bo;Gereformeerd vrijgemaakt;41632;1414,69724770642;109
20201001;00GV;00;Basisschool Maria-School;7661RA;VASSE;183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;1208,53676470588;140
20201001;00GX;00;RK BS St Jacobus;6675BB;VALBURG;1734;Overbetuwe;Gelderland;Bo;Rooms-Katholiek;41530;263,026315789474;114
20201001;00HA;00;Ref Basissch Augustinus;3851BH;ERMELO;233;Ermelo;Gelderland;Bo;Reformatorisch;30128;3018,16666666667;228
20201001;00HH;00;OBS De Vliete;4491GB;WISSENKERKE;1695;Noord-Beveland;Zeeland;Bo;Openbaar;41582;783,80487804878;82
20201001;00HZ;00;Klavertje 4;3421XL;OUDEWATER;589;Oudewater;Utrecht;Bo;Algemeen bijzonder;20252;1007,75257731959;194
20201001;00IF;00;RK BS Heilig Hart;7666LH;FLERINGEN;183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;204,254237288136;59
20201001;00IH;00;De Horizon;6835HZ;ARNHEM;202;Arnhem;Gelderland;Sbo;Rooms-Katholiek;40812;2692,21333333333;150
20201001;00IJ;00;PC BS De Schaapskooi;7443HC;NIJVERDAL;163;Hellendoorn;Overijssel;Bo;Protestants-Christelijk;85600;76,7231638418079;177
20201001;00IM;00;Joos v Larensch;4341ER;ARNEMUIDEN;687;Middelburg;Zeeland;Bo;Reformatorisch;30145;419,388429752066;121
20201001;00JH;00;SSBO De Kameleon;7901GK;HOOGEVEEN;118;Hoogeveen;Drenthe;Sbo;Algemeen bijzonder;41414;7216,38636363636;44
20201001;00JL;00;SSBO Kingma;3817GA;AMERSFOORT;307;Amersfoort;Utrecht;Sbo;Algemeen bijzonder;41514;4582,04901960784;102
20201001;00JY;00;SSBO Kompas;1784MC;DEN HELDER;400;Den Helder;Noord-Holland;Sbo;Algemeen bijzonder;30742;4179,75816993464;153
20201001;00KK;00;Mytylschool  Kiem;3318AA;DORDRECHT;505;Dordrecht;Zuid-Holland;So;Algemeen bijzonder;41417;6445,61983471074;242
20201001;00KK;00;Mytylschool  Kiem;3318AA;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;41417;6141,46153846154;13
20201001;00KM;00;Attendiz;7552HA;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;25859;6697,01587301587;63
20201001;00KM;21;Mota;7602PD;ALMELO;141;Almelo;Overijssel;Vso;Algemeen bijzonder;25859;12461,527027027;74
20201001;00KM;22;Scholengroep Twente Speciaal;7602XR;ALMELO;141;Almelo;Overijssel;So;Algemeen bijzonder;25859;6038,07407407407;81
20201001;00KM;23;Scholengroep Twente Speciaal;7604JE;ALMELO;141;Almelo;Overijssel;Vso;Algemeen bijzonder;25859;9192,28282828283;99
20201001;00KM;32;De Bouwsteen;7555SG;HENGELO OV;164;Hengelo;Overijssel;So;Algemeen bijzonder;25859;12245,6875;32
20201001;00KM;32;De Bouwsteen;7555SG;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;25859;11024,5466666667;75
20201001;00KM;35;De Kapstok;7554RL;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;25859;14060,8275862069;58
20201001;00KM;36;De Kapstok;7555CS;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;25859;10140,2;15
20201001;00KM;40;De Kapstok Hassinkweg;7556BV;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;25859;9808,26666666667;46
20201001;00KM;42;Het Mozaiek;7552JR;HENGELO OV;164;Hengelo;Overijssel;So;Algemeen bijzonder;25859;5015,98255813954;172
20201001;00KM;43;De Kapstok;7555ED;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;25859;10216,820754717;106
20201001;00KM;52;Panta Rhei;7522AR;ENSCHEDE;153;Enschede;Overijssel;Vso;Algemeen bijzonder;25859;8854,1067961165;103
20201001;00KM;55;Attendiz;7601CT;ALMELO;141;Almelo;Overijssel;So;Algemeen bijzonder;25859;5165,85964912281;57
20201001;00KU;00;SBO de Windroos;6545LX;NIJMEGEN;268;Nijmegen;Gelderland;Sbo;Protestants-Christelijk;29810;2132,04663212435;193
20201001;00KX;00;Herman Broerenschool;6045GL;ROERMOND;957;Roermond;Limburg;So;Rooms-Katholiek;26132;6969,42574257426;101
20201001;00KX;00;Herman Broerenschool;6045GL;ROERMOND;957;Roermond;Limburg;Vso;Rooms-Katholiek;26132;9750,0306122449;98
20201001;00KZ;00;SSBO Het Zilverlicht;5143GH;WAALWIJK;867;Waalwijk;Noord-Brabant;Sbo;Rooms-Katholiek;71008;3490,12903225806;155
20201001;00LD;00;School Lyndensteyn;9244CL;BEETSTERZWAAG;86;Opsterland;Friesland;So;Algemeen bijzonder;42665;20758,3939393939;132
20201001;00LD;00;School Lyndensteyn;9244CL;BEETSTERZWAAG;86;Opsterland;Friesland;Vso;Algemeen bijzonder;42665;20924,0694444444;72
20201001;00LH;00;Prins W Alexanderschool;5504NC;VELDHOVEN;861;Veldhoven;Noord-Brabant;So;Rooms-Katholiek;77338;6877,91111111111;90
20201001;00LH;00;Prins W Alexanderschool;5504NC;VELDHOVEN;861;Veldhoven;Noord-Brabant;Vso;Rooms-Katholiek;77338;7560,04316546763;139
20201001;00LS;00;SBO Het Palet;6006AH;WEERT;988;Weert;Limburg;Sbo;Rooms-Katholiek;50819;6319,99159663866;122
20201001;00MI;00;SSBO De Piramide;5531BX;BLADEL;1728;Bladel;Noord-Brabant;Sbo;Rooms-Katholiek;44201;6662,84615384615;130
20201001;00MN;00;Chr SSBO De Burcht;2983AK;RIDDERKERK;597;Ridderkerk;Zuid-Holland;Sbo;Protestants-Christelijk;80433;4488,08196721311;122
20201001;00MS;00;SBO De Oase;7772CX;HARDENBERG;160;Hardenberg;Overijssel;Sbo;Protestants-Christelijk;40946;4997,36764705882;138
20201001;00MU;00;De Saffier;9201JE;DRACHTEN;90;Smallingerland;Friesland;So;Algemeen bijzonder;41414;15677,1964285714;56
20201001;00MU;10;De Lytse W?lden;9204WC;DRACHTEN;90;Smallingerland;Friesland;So;Algemeen bijzonder;41414;8776,09090909091;11
20201001;00MY;00;SSBO De Springplank;4532BX;TERNEUZEN;715;Terneuzen;Zeeland;Sbo;Algemeen bijzonder;40876;6267,66666666667;117
20201001;00NT;00;Leo Kannerschool SO;2342AK;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;So;Algemeen bijzonder;30968;7513,59477124183;153
20201001;00NT;00;Leo Kannerschool SO;2342AK;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;Vso;Algemeen bijzonder;30968;2839;2
20201001;00NT;01;De Musketier SO;2727GN;ZOETERMEER;637;Zoetermeer;Zuid-Holland;So;Algemeen bijzonder;30968;4953;94
20201001;00NT;02;P.C. Hooftcollege VSO;2352CZ;LEIDERDORP;547;Leiderdorp;Zuid-Holland;Vso;Algemeen bijzonder;30968;8957,9932885906;149
20201001;00NT;03;Leo Kannercollege VSO;2324JM;LEIDEN;546;Leiden;Zuid-Holland;Vso;Algemeen bijzonder;30968;9715,02;300
20201001;00NT;05;Leo Kannerschool VSO;2343SZ;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;Vso;Algemeen bijzonder;30968;11471,3829787234;282
20201001;00NT;09;ESB Curium - LUMC;2342AK;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;So;Algemeen bijzonder;30968;12018,5714285714;28
20201001;00NT;09;ESB Curium - LUMC;2342AK;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;Vso;Algemeen bijzonder;30968;13608,0555555556;36
20201001;00NY;00;SSBO De Veste;4691CK;THOLEN;716;Tholen;Zeeland;Sbo;Algemeen bijzonder;40876;4614,0612244898;49
20201001;00OJ;00;Klimopschool;4335XG;MIDDELBURG;687;Middelburg;Zeeland;So;Algemeen bijzonder;41312;4934,80882352941;69
20201001;00OJ;00;Klimopschool;4335XG;MIDDELBURG;687;Middelburg;Zeeland;Vso;Algemeen bijzonder;41312;5551;75
20201001;00ON;00;Entrea Onderwijs Nijmegen;6574NA;UBBERGEN;1945;Berg en Dal;Gelderland;So;Rooms-Katholiek;32216;9945,67010309278;97
20201001;00ON;01;PI Sch Ubbergen Nijmegen;6574NA;UBBERGEN;1945;Berg en Dal;Gelderland;So;Rooms-Katholiek;32216;6659,81818181818;44
20201001;00ON;02;Paedologisch Instituutschool;6532AL;NIJMEGEN;268;Nijmegen;Gelderland;So;Rooms-Katholiek;32216;6530,89855072464;69
20201001;00OQ;00;Korte Vlietsch voor ZMLK;2324CR;LEIDEN;546;Leiden;Zuid-Holland;So;Algemeen bijzonder;41805;3554,90322580645;93
20201001;00OQ;00;Korte Vlietsch voor ZMLK;2324CR;LEIDEN;546;Leiden;Zuid-Holland;Vso;Algemeen bijzonder;41805;7095,69127516779;149
20201001;00OS;00;St Maartensch;6574NA;UBBERGEN;1945;Berg en Dal;Gelderland;So;Rooms-Katholiek;41531;12813,962962963;190
20201001;00OS;02;Maartenschool-De Wingerd;5431LZ;CUIJK;1684;Cuijk;Noord-Brabant;So;Rooms-Katholiek;41531;7817;3
20201001;00PQ;00;SO Fier / Kromme Rijn College;3571KL;UTRECHT;344;Utrecht;Utrecht;So;Openbaar;41400;5084,21804511278;133
20201001;00PQ;00;SO Fier / Kromme Rijn College;3571KL;UTRECHT;344;Utrecht;Utrecht;Vso;Openbaar;41400;7817,18811881188;203
20201001;00PZ;00;Herman Broerenschool;2612SP;DELFT;503;Delft;Zuid-Holland;So;Algemeen bijzonder;38209;5541,4375;16
20201001;00PZ;00;Herman Broerenschool;2612SP;DELFT;503;Delft;Zuid-Holland;Vso;Algemeen bijzonder;38209;4096,7397260274;73
20201001;00PZ;01;Herman Broerenschool;2671HS;NAALDWIJK;1783;Westland;Zuid-Holland;So;Algemeen bijzonder;38209;7226,55319148936;47
20201001;00PZ;01;Herman Broerenschool;2671HS;NAALDWIJK;1783;Westland;Zuid-Holland;Vso;Algemeen bijzonder;38209;6170,55737704918;61
20201001;00PZ;02;Herman Broerenschool;2612SP;DELFT;503;Delft;Zuid-Holland;So;Algemeen bijzonder;38209;4308,87755102041;49
20201001;00PZ;03;Herman Broerenschool;2681JC;MONSTER;1783;Westland;Zuid-Holland;Vso;Algemeen bijzonder;38209;6458,26086956522;23
20201001;00RK;00;De Stroom;3317NH;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;41417;3878,85714285714;77
20201001;00RL;00;Antoniusschool;1701BA;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;So;Samenwerking PC, RK;41008;3895,34523809524;84
20201001;00RL;02;St. Antonius;1784NZ;DEN HELDER;400;Den Helder;Noord-Holland;So;Samenwerking PC, RK;41008;4856,06666666667;15
20201001;00RL;10;Antoniusschool;1945NC;BEVERWIJK;375;Beverwijk;Noord-Holland;So;Samenwerking PC, RK;41008;2704,6847826087;92
20201001;00RL;11;Antoniusschool;1742AB;SCHAGEN;441;Schagen;Noord-Holland;So;Samenwerking PC, RK;41008;11332,28;50
20201001;00RL;13;Antoniusschool;1971GZ;IJMUIDEN;453;Velsen;Noord-Holland;So;Samenwerking PC, RK;41008;2203,27419354839;62
20201001;00RL;14;Antoniusschool;1784MC;DEN HELDER;400;Den Helder;Noord-Holland;So;Samenwerking PC, RK;41008;4453;46
20201001;00RL;18;Gunningschool;2024DG;HAARLEM;392;Haarlem;Noord-Holland;So;Samenwerking PC, RK;41008;6971,02666666667;75
20201001;00RS;00;Talryk;9201HJ;DRACHTEN;90;Smallingerland;Friesland;Vso;Algemeen bijzonder;42665;7939,93333333333;195
20201001;00RT;00;De Sonnewijser;5343GH;OSS;828;Oss;Noord-Brabant;Vso;Algemeen bijzonder;42572;8648,45291479821;223
20201001;00RT;01;De Sonnewijser;4001XM;TIEL;281;Tiel;Gelderland;Vso;Algemeen bijzonder;42572;7482,02419354839;124
20201001;00RT;03;De Sonnewijser;5402ZC;UDEN;856;Uden;Noord-Brabant;So;Algemeen bijzonder;42572;6827,75581395349;86
20201001;00RT;04;Sonnewijser Unit route Arbeid;5348RD;OSS;828;Oss;Noord-Brabant;Vso;Algemeen bijzonder;42572;9979,30588235294;85
20201001;00RT;05;Sterrenkijker Oss;5348AK;OSS;828;Oss;Noord-Brabant;So;Algemeen bijzonder;42572;4702,41333333333;75
20201001;00RT;06;Sonnewijser Vervolgond (bh);5342CN;OSS;828;Oss;Noord-Brabant;Vso;Algemeen bijzonder;42572;8426,68;25
20201001;00RX;00;SBO Arcadia;6466HX;KERKRADE;928;Kerkrade;Limburg;Sbo;Rooms-Katholiek;41516;2530,57777777778;135
20201001;00SH;00;Inst v Orthopedagog Ond;6217NH;MAASTRICHT;935;Maastricht;Limburg;Vso;Rooms-Katholiek;41373;7377,89189189189;38
20201001;00SH;02;IVOO VSO Diplomalijn;6216CW;MAASTRICHT;935;Maastricht;Limburg;Vso;Rooms-Katholiek;41373;8648,11851851852;136
20201001;00SH;03;De Talententuin;6222AM;MAASTRICHT;935;Maastricht;Limburg;So;Rooms-Katholiek;41373;4215,43617021277;94
20201001;00SI;00;OZC Orion;2353GA;LEIDERDORP;547;Leiderdorp;Zuid-Holland;So;Openbaar;42504;8003,77966101695;59
20201001;00SL;00;Stichting Mozarthof;1217CM;HILVERSUM;402;Hilversum;Noord-Holland;So;Algemeen bijzonder;41290;6882,56701030928;97
20201001;00SL;00;Stichting Mozarthof;1217CM;HILVERSUM;402;Hilversum;Noord-Holland;Vso;Algemeen bijzonder;41290;7201,08490566038;106
20201001;00SO;00;Hamalandschool;7131VB;LICHTENVOORDE;1586;Oost Gelre;Gelderland;So;Algemeen bijzonder;40631;10200,3846153846;26
20201001;00SQ;00;SSBO Focus;5801AP;VENRAY;984;Venray;Limburg;Sbo;Rooms-Katholiek;44397;1850,875;72
20201001;00SU;00;Opb. School v. ZMLK Emmen;7812GE;EMMEN;114;Emmen;Drenthe;So;Openbaar;10249;7108,15873015873;64
20201001;00SU;00;Opb. School v. ZMLK Emmen;7812GE;EMMEN;114;Emmen;Drenthe;Vso;Openbaar;10249;7970,75268817204;95
20201001;00TN;00;SSBO Op de Tump;6097AH;HEEL;1641;Maasgouw;Limburg;Sbo;Algemeen bijzonder;23961;7201,47107438017;122
20201001;00TO;00;Talita Koemi School;6532CL;NIJMEGEN;268;Nijmegen;Gelderland;So;Rooms-Katholiek;41531;4990,70786516854;89
20201001;00TO;00;Talita Koemi School;6532CL;NIJMEGEN;268;Nijmegen;Gelderland;Vso;Rooms-Katholiek;41531;6415,64516129032;93
20201001;00UE;00;SBO De Steenen Kamer;3332KP;ZWIJNDRECHT;642;Zwijndrecht;Zuid-Holland;Sbo;Algemeen bijzonder;41417;2247,5;176
20201001;00UI;00;SSBO St Michael;3814RV;AMERSFOORT;307;Amersfoort;Utrecht;Sbo;Rooms-Katholiek;71488;3438,86821705426;129
20201001;00UN;00;Tijstroom;1503TS;ZAANDAM;479;Zaanstad;Noord-Holland;Sbo;Interconfessioneel;41251;2708,84166666667;120
20201001;00UT;00;BLO School Lataste;6085AT;HORN;1640;Leudal;Limburg;So;Rooms-Katholiek;41008;8543,85820895522;134
20201001;00UY;00;SBO Beatrix de Burcht;4205NK;GORINCHEM;512;Gorinchem;Zuid-Holland;Sbo;Protestants-Christelijk;41396;7119,39814814815;108
20201001;00VD;00;KSSBO;4876XB;ETTEN-LEUR;777;Etten-Leur;Noord-Brabant;Sbo;Rooms-Katholiek;55303;5272,29891304348;184
20201001;00VV;00;Prof Fritz Redlschool;3584CX;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;48856;12651,4117647059;34
20201001;00VV;00;Prof Fritz Redlschool;3584CX;UTRECHT;344;Utrecht;Utrecht;Vso;Algemeen bijzonder;48856;6525,53571428571;28
20201001;00VW;00;De Kameleon;3351ED;PAPENDRECHT;590;Papendrecht;Zuid-Holland;Sbo;Algemeen bijzonder;41417;3644,39506172839;163
20201001;00WK;00;SSBO De Wingerd;5431LZ;CUIJK;1684;Cuijk;Noord-Brabant;Sbo;Openbaar;41443;4607,36633663366;101
20201001;00WO;00;SBO;2566EA;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Sbo;Algemeen bijzonder;95694;4547,46;100
20201001;00YG;00;SBO De Twister;5961BA;HORST;1507;Horst aan de Maas;Limburg;Sbo;Rooms-Katholiek;47920;4010,82716049383;81
20201001;00ZF;00;De Atlas;9402KH;ASSEN;106;Assen;Drenthe;Vso;Algemeen bijzonder;41414;9771,64485981308;107
20201001;00ZF;01;De Atlas;7825SE;EMMEN;114;Emmen;Drenthe;Vso;Algemeen bijzonder;41414;10988,905982906;118
20201001;00ZF;14;De Atlas;7903AA;HOOGEVEEN;118;Hoogeveen;Drenthe;Vso;Algemeen bijzonder;41414;13873,4375;112
20201001;00ZF;15;De Atlas;9406HK;ASSEN;106;Assen;Drenthe;Vso;Algemeen bijzonder;41414;10612,8461538462;91
20201001;00ZF;16;De Atlas;7822HK;EMMEN;114;Emmen;Drenthe;Vso;Algemeen bijzonder;41414;10792,1111111111;65
20201001;00ZN;00;Het Sloepje - Het Reli?f;7531HX;ENSCHEDE;153;Enschede;Overijssel;So;Algemeen bijzonder;25859;5915,69230769231;169
20201001;00ZR;00;SSBO De Schilderspoort;6903PZ;ZEVENAAR;299;Zevenaar;Gelderland;Sbo;Algemeen bijzonder;40901;4749,55319148936;238
20201001;00ZS;00;SSBO Elim;7462TK;RIJSSEN;1742;Rijssen-Holten;Overijssel;Sbo;Protestants-Christelijk;77196;3373,78095238095;105
20201001;01AC;00;SSBO De Driemaster;8251GP;DRONTEN;303;Dronten;Flevoland;Sbo;Algemeen bijzonder;61778;5785,04672897196;107
20201001;01AI;00;Mw Dr CP Gelinksch;3233AV;OOSTVOORNE;614;Westvoorne;Zuid-Holland;So;Algemeen bijzonder;62077;10177,4100719424;139
20201001;01AI;01;Mw Dr CP Gelinksch;3207BH;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;So;Algemeen bijzonder;62077;4334,39130434783;115
20201001;01AI;02;Mw Dr CP Gelinksch;3225AJ;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;So;Algemeen bijzonder;62077;5272,875;8
20201001;01AJ;00;Dr A Verschoor School;8072DD;NUNSPEET;302;Nunspeet;Gelderland;So;Algemeen bijzonder;62129;16881,125;224
20201001;01AJ;01;Dr A Verschoor School;3842AE;HARDERWIJK;243;Harderwijk;Gelderland;Vso;Algemeen bijzonder;62129;4076,85;20
20201001;01AJ;02;Dr A Verschoor School;8162BB;EPE;232;Epe;Gelderland;So;Algemeen bijzonder;62129;10456,3043478261;23
20201001;01AK;00;SSBO Johan Seckel;7731BL;OMMEN;175;Ommen;Overijssel;Sbo;Protestants-Christelijk;62181;6524,9578313253;166
20201001;01BO;00;SSBO Toermalijn;7822EM;EMMEN;114;Emmen;Drenthe;Sbo;Rooms-Katholiek;45000;6769,96385542169;83
20201001;01BS;00;Schreuder College;3053ZV;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;9007,34482758621;117
20201001;01BS;04;Educatief Centrum;3029NP;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;10347,21875;64
20201001;01BS;08;Schreuder College;3085EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;7445,77235772358;123
20201001;01BS;09;Schreuder College;3061EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;8664,66981132075;106
20201001;01BS;10;Schreuder College;3082VS;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;10131;37
20201001;01CE;00;SSBO De Twine;9101AB;DOKKUM;1970;Noardeast-Frysl‘n;Friesland;Sbo;Protestants-Christelijk;40788;7444,89497716895;219
20201001;01CN;00;'t Iemenschoer;7556WS;HENGELO OV;164;Hengelo;Overijssel;So;Algemeen bijzonder;83189;5495,02;100
20201001;01CN;00;'t Iemenschoer;7556WS;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;83189;5758,49275362319;138
20201001;01CX;00;SSBO De Vonder;7776BE;SLAGHAREN;160;Hardenberg;Overijssel;Sbo;Rooms-Katholiek;40888;8955,05263157895;76
20201001;01DM;00;SSBO Het Mozaiek;6135GC;SITTARD;1883;Sittard-Geleen;Limburg;Sbo;Rooms-Katholiek;83280;3901,72;156
20201001;01FJ;00;SSBO De Prinsenhof;7316DK;APELDOORN;200;Apeldoorn;Gelderland;Sbo;Protestants-Christelijk;72464;5205,46153846154;91
20201001;01FN;00;SSBO SAM, loc Boddens Hosang;7002JA;DOETINCHEM;222;Doetinchem;Gelderland;Sbo;Algemeen bijzonder;40631;6646,54545454546;100
20201001;01FX;00;ZML De Bodde;5044EL;TILBURG;855;Tilburg;Noord-Brabant;So;Rooms-Katholiek;73114;5519,45833333333;145
20201001;01FX;00;ZML De Bodde;5044EL;TILBURG;855;Tilburg;Noord-Brabant;Vso;Rooms-Katholiek;73114;7060,02222222222;180
20201001;01GE;00;SSBO De Horst;6101NM;ECHT;1711;Echt-Susteren;Limburg;Sbo;Algemeen bijzonder;83280;5030,35652173913;123
20201001;01GF;00;SO4 De Windroos;6545LX;NIJMEGEN;268;Nijmegen;Gelderland;So;Rooms-Katholiek;29810;6978,88571428571;70
20201001;01GQ;00;RK SSBO Carolus;6561AR;GROESBEEK;1945;Berg en Dal;Gelderland;Sbo;Rooms-Katholiek;42486;3814,8253968254;65
20201001;01JE;00;De Ommezwaai;6826TJ;ARNHEM;202;Arnhem;Gelderland;So;Algemeen bijzonder;40631;6033,69852941176;136
20201001;01JE;01;De Fonkel;6713KM;EDE GLD;228;Ede;Gelderland;So;Algemeen bijzonder;40631;5081,80891719745;157
